datetime,so2,co,no,no2,pm10,nox,o3,veloc.,direc.,pm2.5
2023-02-26 19:00:00,3.0,0.1,2.0,4.0,6.0,7.0,36.264150943396224,2.6,112.0,3.0
2023-02-26 20:00:00,3.0,0.2,2.0,12.0,8.0,15.0,36.56603773584906,0.6,218.0,3.0
2023-02-26 21:00:00,3.0,0.2,2.0,7.0,16.0,10.0,36.867924528301884,2.2,348.0,5.0
2023-02-26 22:00:00,4.0,0.2,2.0,3.0,13.0,7.0,37.16981132075472,2.7,334.0,4.0
2023-02-26 23:00:00,3.0,0.1,2.0,2.0,65.0,5.0,37.471698113207545,5.0,323.0,6.0
2023-02-27 00:00:00,3.0,0.2,2.0,2.0,100.0,5.0,37.77358490566038,6.3,329.0,7.0
2023-02-27 01:00:00,3.0,0.2,2.0,2.0,20.0,5.0,38.075471698113205,3.7,322.0,3.0
2023-02-27 02:00:00,4.0,0.2,2.0,2.0,15.0,5.0,38.37735849056604,3.1,324.0,3.0
2023-02-27 03:00:00,3.0,0.2,2.0,2.0,12.0,5.0,38.679245283018865,4.4,328.0,3.0
2023-02-27 04:00:00,3.0,0.2,2.0,2.0,10.0,5.0,38.9811320754717,3.9,334.0,3.0
2023-02-27 05:00:00,3.0,0.2,2.0,2.0,10.0,6.0,39.283018867924525,4.4,326.0,4.0
2023-02-27 06:00:00,3.0,0.2,2.0,2.0,8.0,5.0,39.58490566037736,3.9,325.0,4.0
2023-02-27 07:00:00,3.0,0.2,2.0,2.0,23.0,5.0,39.886792452830186,5.1,333.0,6.0
2023-02-27 08:00:00,3.0,0.2,2.0,4.0,19.0,7.0,40.18867924528302,4.6,327.0,6.0
2023-02-27 09:00:00,3.0,0.2,2.0,2.0,41.0,6.0,40.490566037735846,6.1,334.0,6.0
2023-02-27 10:00:00,3.0,0.2,2.0,2.0,33.0,5.0,40.79245283018868,5.3,327.0,5.0
2023-02-27 11:00:00,3.0,0.2,2.0,2.0,10.0,5.0,41.09433962264151,3.0,5.0,4.0
2023-02-27 12:00:00,3.0,0.1,2.0,2.0,14.0,5.0,41.39622641509434,3.4,60.0,4.0
2023-02-27 13:00:00,3.0,0.1,2.0,2.0,12.0,5.0,41.698113207547166,5.7,92.0,4.0
2023-02-27 14:00:00,3.0,0.2,2.0,2.0,10.0,5.0,42.0,5.0,94.0,4.0
2023-02-27 15:00:00,3.0,0.2,2.0,2.0,13.0,6.0,42.301886792452834,2.4,118.0,5.0
2023-02-27 16:00:00,3.0,0.2,2.0,5.0,33.0,9.0,42.60377358490566,3.0,34.0,5.0
2023-02-27 17:00:00,3.0,0.2,2.0,2.0,17.0,5.0,42.90566037735849,4.7,324.0,3.0
2023-02-27 18:00:00,3.0,0.2,2.0,4.0,12.0,7.0,43.20754716981132,3.7,329.0,4.0
2023-02-27 19:00:00,3.0,0.2,2.0,4.0,13.0,7.0,43.509433962264154,3.0,315.0,4.0
2023-02-27 20:00:00,3.0,0.2,2.0,5.0,8.0,8.0,43.81132075471698,3.0,313.0,4.0
2023-02-27 21:00:00,3.0,0.2,2.0,3.0,6.0,7.0,44.11320754716981,2.3,308.0,4.0
2023-02-27 22:00:00,3.0,0.2,2.0,3.0,6.0,6.0,44.41509433962264,1.7,318.0,4.0
2023-02-27 23:00:00,3.0,0.2,2.0,2.0,4.0,5.0,44.716981132075475,2.1,317.0,3.0
2023-02-28 00:00:00,3.0,0.2,2.0,2.0,3.0,5.0,45.0188679245283,1.7,326.0,3.0
2023-02-28 01:00:00,3.0,0.2,2.0,2.0,3.0,5.0,45.32075471698113,1.6,313.0,3.0
2023-02-28 02:00:00,3.0,0.2,2.0,2.0,3.0,5.0,45.62264150943396,1.6,313.0,3.0
2023-02-28 03:00:00,3.0,0.2,2.0,2.0,3.0,5.0,45.924528301886795,1.6,295.0,3.0
2023-02-28 04:00:00,3.0,0.2,2.0,2.0,3.0,5.0,46.22641509433962,2.0,297.0,3.0
2023-02-28 05:00:00,3.0,0.1,2.0,2.0,3.0,5.0,46.52830188679245,1.5,305.0,3.0
2023-02-28 06:00:00,3.0,0.2,2.0,2.0,5.0,5.0,46.83018867924528,0.8,304.0,4.0
2023-02-28 07:00:00,3.0,0.2,2.0,7.0,10.0,10.0,47.132075471698116,0.7,277.0,5.0
2023-02-28 08:00:00,3.0,0.2,2.0,16.0,19.0,19.0,47.43396226415094,1.1,284.0,6.0
2023-02-28 09:00:00,3.0,0.2,3.0,15.0,43.0,19.0,47.73584905660377,1.2,267.0,10.0
2023-02-28 10:00:00,3.0,0.2,2.0,7.0,22.0,11.0,48.0377358490566,1.9,275.0,6.0
2023-02-28 11:00:00,3.0,0.1,2.0,3.0,16.0,6.0,48.339622641509436,1.7,291.0,4.0
2023-02-28 12:00:00,3.0,0.1,2.0,3.0,15.0,6.0,48.64150943396226,1.5,276.0,4.0
2023-02-28 13:00:00,3.0,0.1,2.0,2.0,16.0,5.0,48.94339622641509,2.1,7.0,4.0
2023-02-28 14:00:00,3.0,0.1,2.0,3.0,21.0,6.0,49.24528301886792,4.5,104.0,4.0
2023-02-28 15:00:00,3.0,0.1,2.0,5.0,19.0,8.0,49.54716981132076,2.9,118.0,4.0
2023-02-28 16:00:00,3.0,0.1,2.0,5.0,18.0,9.0,49.84905660377358,2.7,112.0,4.0
2023-02-28 17:00:00,3.0,0.1,2.0,10.0,33.0,13.0,50.15094339622641,1.8,115.0,5.0
2023-02-28 18:00:00,3.0,0.1,2.0,12.0,18.0,15.0,50.45283018867924,2.2,110.0,4.0
2023-02-28 19:00:00,3.0,0.2,2.0,11.0,31.0,14.0,50.75471698113208,0.4,110.0,7.0
2023-02-28 20:00:00,3.0,0.2,2.0,7.0,38.0,10.0,51.056603773584904,2.4,80.0,7.0
2023-02-28 21:00:00,3.0,0.3,2.0,17.0,50.0,20.0,51.35849056603773,0.2,23.0,13.0
2023-02-28 22:00:00,3.0,0.3,2.0,28.0,37.0,32.0,51.660377358490564,0.4,345.0,15.0
2023-02-28 23:00:00,3.0,0.3,2.0,26.0,30.0,29.0,51.9622641509434,0.4,356.0,12.0
2023-03-01 00:00:00,3.0,0.3,2.0,4.0,7.0,7.0,52.264150943396224,1.1,345.0,6.0
2023-03-01 01:00:00,3.0,0.2,2.0,2.0,9.0,5.0,52.56603773584905,1.0,331.0,7.0
2023-03-01 02:00:00,3.0,0.2,2.0,2.0,6.0,5.0,52.867924528301884,1.3,340.0,5.0
2023-03-01 03:00:00,3.0,0.2,2.0,2.0,8.0,5.0,53.16981132075472,0.6,335.0,5.0
2023-03-01 04:00:00,3.0,0.2,2.0,2.0,6.0,5.0,53.471698113207545,0.4,291.0,5.0
2023-03-01 05:00:00,3.0,0.2,2.0,2.0,6.0,5.0,53.77358490566037,1.2,296.0,4.0
2023-03-01 06:00:00,3.0,0.1,2.0,2.0,7.0,5.0,54.075471698113205,1.4,275.0,5.0
2023-03-01 07:00:00,3.0,0.2,2.0,6.0,9.0,9.0,54.37735849056604,1.0,305.0,5.0
2023-03-01 08:00:00,3.0,0.2,2.0,13.0,20.0,16.0,54.679245283018865,1.2,327.0,6.0
2023-03-01 09:00:00,3.0,0.2,2.0,11.0,24.0,14.0,54.9811320754717,1.3,304.0,7.0
2023-03-01 10:00:00,3.0,0.2,2.0,9.0,21.0,12.0,55.283018867924525,0.9,323.0,8.0
2023-03-01 11:00:00,3.0,0.2,2.0,4.0,20.0,7.0,55.58490566037736,1.0,4.0,8.0
2023-03-01 12:00:00,3.0,0.2,2.0,7.0,48.0,10.0,55.88679245283019,4.1,97.0,11.0
2023-03-01 13:00:00,3.0,0.1,2.0,6.0,25.0,9.0,56.18867924528302,5.3,105.0,10.0
2023-03-01 14:00:00,3.0,0.1,2.0,4.0,22.0,8.0,56.490566037735846,4.5,116.0,8.0
2023-03-01 15:00:00,3.0,0.1,2.0,4.0,24.0,7.0,56.79245283018868,5.3,121.0,7.0
2023-03-01 16:00:00,3.0,0.1,2.0,6.0,30.0,9.0,57.09433962264151,4.3,146.0,8.0
2023-03-01 17:00:00,3.0,0.1,2.0,8.0,23.0,11.0,57.39622641509434,3.2,170.0,7.0
2023-03-01 18:00:00,3.0,0.1,2.0,9.0,19.0,12.0,57.698113207547166,0.7,185.0,6.0
2023-03-01 19:00:00,3.0,0.1,2.0,4.0,35.0,7.0,58.0,0.4,226.0,7.0
2023-03-01 20:00:00,3.0,0.1,2.0,5.0,43.0,8.0,53.0,0.3,323.0,8.0
2023-03-01 21:00:00,3.0,0.1,2.0,10.0,31.0,13.0,42.0,0.2,209.0,9.0
2023-03-01 22:00:00,3.0,0.1,2.0,16.0,33.0,19.0,35.0,0.7,19.0,12.0
2023-03-01 23:00:00,3.0,0.1,2.0,9.0,22.0,12.0,41.0,0.7,32.0,12.0
2023-03-02 00:00:00,3.0,0.2,2.0,4.0,14.0,7.0,50.0,1.3,26.0,9.0
2023-03-02 01:00:00,3.0,0.1,2.0,2.0,18.0,5.0,63.0,2.9,43.0,9.0
2023-03-02 02:00:00,3.0,0.1,2.0,2.0,14.0,5.0,62.0,1.0,33.0,9.0
2023-03-02 03:00:00,3.0,0.1,2.0,2.0,15.0,5.0,55.0,0.6,15.0,10.0
2023-03-02 04:00:00,3.0,0.1,2.0,2.0,16.0,5.0,52.0,0.4,331.0,11.0
2023-03-02 05:00:00,3.0,0.1,2.0,5.0,14.0,7.0,32.0,0.6,281.0,10.0
2023-03-02 06:00:00,3.0,0.1,2.0,9.0,20.0,12.0,27.0,0.5,263.0,10.0
2023-03-02 07:00:00,3.0,0.1,3.333333333333333,12.666666666666666,29.0,17.666666666666668,23.666666666666668,0.7333333333333333,278.0,12.0
2023-03-02 08:00:00,3.0,0.1,4.666666666666666,16.333333333333332,38.0,23.333333333333336,20.333333333333332,0.9666666666666666,293.0,14.0
2023-03-02 09:00:00,3.0,0.1,6.0,20.0,47.0,29.0,17.0,1.2,308.0,16.0
2023-03-02 10:00:00,3.0,0.1,2.0,10.0,30.0,13.0,39.0,0.6,28.0,14.0
2023-03-02 11:00:00,3.0,0.1,2.0,4.0,25.0,8.0,62.0,2.2,64.0,13.0
2023-03-02 12:00:00,3.0,0.1,2.0,2.0,16.0,6.0,69.0,2.8,79.0,11.0
2023-03-02 13:00:00,3.0,0.1,2.0,2.0,20.0,6.0,78.0,3.7,108.0,13.0
2023-03-02 14:00:00,3.0,0.1,2.0,3.0,21.0,6.0,80.0,5.0,110.0,15.0
2023-03-02 15:00:00,3.0,0.1,2.0,4.0,22.0,7.0,86.0,5.8,114.0,15.0
2023-03-02 16:00:00,3.0,0.1,2.0,3.0,26.0,7.0,90.0,4.3,109.0,14.0
2023-03-02 17:00:00,3.0,0.1,2.0,4.0,20.0,8.0,94.0,5.8,93.0,15.0
2023-03-02 18:00:00,3.0,0.1,2.0,6.0,20.0,9.0,88.0,2.9,94.0,16.0
2023-03-02 19:00:00,3.0,0.1,2.0,16.0,29.0,19.0,60.0,0.5,130.0,17.0
2023-03-02 20:00:00,3.0,0.1,2.0,29.0,35.0,32.0,34.0,0.3,229.0,20.0
2023-03-02 21:00:00,3.0,0.1,2.0,24.0,37.0,27.0,47.0,0.3,237.0,22.0
2023-03-02 22:00:00,3.0,0.1,2.0,22.0,41.0,25.0,46.0,0.4,290.0,25.0
2023-03-02 23:00:00,3.0,0.2,2.0,19.0,39.0,23.0,46.0,0.3,354.0,26.0
2023-03-03 00:00:00,3.0,0.1,2.0,12.0,30.0,16.0,62.0,1.8,284.0,21.0
2023-03-03 01:00:00,3.0,0.1,2.0,2.0,21.0,6.0,78.0,3.4,329.0,13.0
2023-03-03 02:00:00,3.0,0.1,2.0,2.0,14.0,5.0,82.0,2.5,351.0,11.0
2023-03-03 03:00:00,3.0,0.1,2.0,2.0,12.0,6.0,81.0,2.3,335.0,11.0
2023-03-03 04:00:00,3.0,0.1,2.0,2.0,20.0,6.0,65.0,1.1,276.0,17.0
2023-03-03 05:00:00,3.0,0.1,2.0,3.0,26.0,7.0,48.0,0.5,246.0,21.0
2023-03-03 06:00:00,3.0,0.1,2.0,6.0,20.0,9.0,49.0,1.0,305.0,17.0
2023-03-03 07:00:00,3.0,0.1,2.0,22.0,36.0,25.0,14.0,0.9,253.0,18.0
2023-03-03 08:00:00,3.0,0.1,5.0,28.0,49.0,35.0,11.0,0.6,261.0,18.0
2023-03-03 09:00:00,3.0,0.1,11.0,34.0,68.0,51.0,10.0,0.7,265.0,18.0
2023-03-03 10:00:00,3.0,0.1,6.0,23.0,59.0,32.0,31.0,0.8,270.0,16.0
2023-03-03 11:00:00,3.0,0.1,2.0,11.0,37.0,14.0,58.0,0.9,304.0,13.0
2023-03-03 12:00:00,3.0,0.1,2.0,3.0,18.0,7.0,82.0,0.9,179.0,8.0
2023-03-03 13:00:00,3.0,0.1,2.0,3.0,18.0,6.0,84.0,4.9,135.0,8.0
2023-03-03 14:00:00,3.0,0.1,2.0,5.0,15.0,8.0,84.0,4.2,136.0,7.0
2023-03-03 15:00:00,3.0,0.1,2.0,4.0,14.0,7.0,93.0,4.5,114.0,6.0
2023-03-03 16:00:00,3.0,0.1,2.0,3.0,15.0,6.0,97.0,4.5,124.0,5.0
2023-03-03 17:00:00,3.0,0.1,2.0,11.0,15.0,15.0,76.0,3.4,123.0,6.0
2023-03-03 18:00:00,3.0,0.1,2.0,8.0,20.0,11.0,78.0,1.4,136.0,7.0
2023-03-03 19:00:00,3.0,0.1,2.0,12.0,22.0,15.0,72.0,0.4,172.0,8.0
2023-03-03 20:00:00,3.0,0.1,2.0,18.0,42.0,21.0,51.0,0.3,245.0,14.0
2023-03-03 21:00:00,3.0,0.2,3.0,39.0,45.0,43.0,16.0,0.4,298.0,20.0
2023-03-03 22:00:00,3.0,0.2,2.0,35.0,46.0,38.0,18.0,0.6,359.0,27.0
2023-03-03 23:00:00,3.0,0.1,2.0,33.0,45.0,37.0,18.0,0.3,319.0,27.0
2023-03-04 00:00:00,3.0,0.1,2.0,34.0,46.0,38.0,14.0,0.3,343.0,30.0
2023-03-04 01:00:00,3.0,0.1,2.0,17.0,35.0,20.0,40.0,0.7,348.0,24.0
2023-03-04 02:00:00,3.0,0.1,2.0,9.0,28.0,12.0,44.0,0.3,247.0,19.0
2023-03-04 03:00:00,3.0,0.1,2.0,5.0,22.0,9.0,46.0,0.4,264.0,16.0
2023-03-04 04:00:00,3.0,0.1,2.0,3.0,19.0,6.0,51.0,0.4,290.0,14.0
2023-03-04 05:00:00,3.0,0.1,2.0,2.0,17.0,5.0,56.0,1.1,260.0,13.0
2023-03-04 06:00:00,3.0,0.1,2.0,4.0,17.0,8.0,42.0,0.6,248.0,12.0
2023-03-04 07:00:00,3.0,0.1,2.0,6.0,17.0,9.0,42.0,0.3,243.0,11.0
2023-03-04 08:00:00,3.0,0.1,4.0,15.0,29.0,21.0,26.0,1.3,232.0,15.0
2023-03-04 09:00:00,3.0,0.1,5.0,16.0,35.0,24.0,34.0,1.4,244.0,18.0
2023-03-04 10:00:00,3.0,0.1,2.0,7.0,24.0,11.0,59.0,0.6,232.0,14.0
2023-03-04 11:00:00,3.0,0.1,2.0,7.0,26.0,10.0,67.0,0.6,154.0,15.0
2023-03-04 12:00:00,3.0,0.1,2.0,4.0,15.0,8.0,86.0,4.5,112.0,11.0
2023-03-04 13:00:00,3.0,0.1,2.0,2.0,12.0,5.0,97.0,4.6,101.0,10.0
2023-03-04 14:00:00,3.0,0.1,2.0,2.0,14.0,6.0,101.0,6.8,90.0,13.0
2023-03-04 15:00:00,3.0,0.1,2.0,5.0,15.0,8.0,93.0,6.1,109.0,14.0
2023-03-04 16:00:00,3.0,0.1,2.0,5.0,17.0,9.0,94.0,5.4,107.0,14.0
2023-03-04 17:00:00,3.0,0.1,2.0,5.0,19.0,9.0,100.0,4.0,91.0,16.0
2023-03-04 18:00:00,3.0,0.1,2.0,6.0,22.0,9.0,100.0,2.0,58.0,15.0
2023-03-04 19:00:00,3.0,0.1,2.0,13.0,27.0,16.0,81.0,1.2,34.0,19.0
2023-03-04 20:00:00,3.0,0.1,2.0,12.0,33.0,15.0,77.0,1.4,41.0,28.0
2023-03-04 21:00:00,3.0,0.1,2.0,15.0,36.0,19.0,60.0,0.8,1.0,29.0
2023-03-04 22:00:00,3.0,0.1,2.0,17.0,37.0,20.0,55.0,0.7,336.0,31.0
2023-03-04 23:00:00,3.0,0.1,2.0,21.0,51.0,24.0,45.0,0.5,326.0,40.0
2023-03-05 00:00:00,3.0,0.1,2.0,17.0,43.0,20.0,43.0,0.4,311.0,35.0
2023-03-05 01:00:00,3.0,0.1,2.0,11.0,33.0,14.0,52.0,0.5,280.0,28.0
2023-03-05 02:00:00,3.0,0.1,2.0,8.0,32.0,11.0,46.0,0.2,352.0,27.0
2023-03-05 03:00:00,3.0,0.1,2.0,6.0,29.0,10.0,48.0,0.6,308.0,26.0
2023-03-05 04:00:00,3.0,0.1,2.0,2.0,26.0,6.0,60.0,0.8,262.0,23.0
2023-03-05 05:00:00,3.0,0.1,2.0,5.0,29.0,8.0,40.0,0.3,223.0,25.0
2023-03-05 06:00:00,3.0,0.1,2.0,3.0,23.0,7.0,49.0,0.3,216.0,19.0
2023-03-05 07:00:00,3.0,0.1,2.0,6.0,26.0,9.0,34.0,0.3,230.0,20.0
2023-03-05 08:00:00,3.0,0.1,2.0,7.0,27.0,10.0,34.0,0.3,244.0,20.0
2023-03-05 09:00:00,3.0,0.1,2.0,8.0,29.0,12.0,43.0,0.9,240.0,19.0
2023-03-05 10:00:00,3.0,0.1,2.0,4.0,24.0,7.0,60.0,1.9,231.0,14.0
2023-03-05 11:00:00,3.0,0.1,2.0,3.0,29.0,6.0,67.0,1.4,229.0,17.0
2023-03-05 12:00:00,3.0,0.1,2.0,4.0,25.0,7.0,79.0,1.4,206.0,15.0
2023-03-05 13:00:00,3.0,0.1,2.0,16.0,24.0,20.0,77.0,2.7,153.0,17.0
2023-03-05 14:00:00,3.0,0.1,2.0,12.0,26.0,15.0,87.0,2.4,161.0,17.0
2023-03-05 15:00:00,3.0,0.1,2.0,14.0,20.0,17.0,83.0,2.6,113.0,14.0
2023-03-05 16:00:00,3.0,0.1,2.0,20.0,17.0,24.0,70.0,1.3,195.0,9.0
2023-03-05 17:00:00,3.0,0.1,2.0,13.0,19.0,17.0,89.0,0.5,148.0,12.0
2023-03-05 18:00:00,3.0,0.1,5.0,42.0,30.0,50.0,37.0,0.1,78.0,18.0
2023-03-05 19:00:00,3.0,0.1,2.0,25.0,45.0,29.0,55.0,0.2,97.0,20.0
2023-03-05 20:00:00,3.0,0.1,2.0,15.0,26.0,19.0,85.0,1.0,51.0,19.0
2023-03-05 21:00:00,3.0,0.1,2.0,8.0,34.0,11.0,86.0,2.4,254.0,11.0
2023-03-05 22:00:00,3.0,0.1,2.0,4.0,24.0,7.0,92.0,2.8,273.0,7.0
2023-03-05 23:00:00,3.0,0.1,2.0,3.0,9.0,6.0,91.0,1.5,274.0,8.0
2023-03-06 00:00:00,3.0,0.1,2.0,2.0,7.0,5.0,81.0,1.3,239.0,7.0
2023-03-06 01:00:00,3.0,0.1,2.0,2.0,7.0,5.0,75.0,2.2,231.0,7.0
2023-03-06 02:00:00,3.0,0.1,2.0,2.0,6.0,5.0,74.0,2.8,238.0,6.0
2023-03-06 03:00:00,3.0,0.1,2.0,2.0,6.0,5.0,74.0,1.1,247.0,6.0
2023-03-06 04:00:00,3.0,0.1,2.0,2.0,4.0,5.0,72.0,1.9,245.0,4.0
2023-03-06 05:00:00,3.0,0.1,2.0,2.0,4.0,5.0,69.0,1.0,249.0,4.0
2023-03-06 06:00:00,3.0,0.1,2.0,4.0,4.0,8.0,57.0,0.9,226.0,4.0
2023-03-06 07:00:00,3.0,0.1,3.0,12.666666666666666,13.0,17.666666666666664,26.0,1.0,241.0,5.0
2023-03-06 08:00:00,3.0,0.1,4.0,21.333333333333332,21.0,27.333333333333332,18.0,0.9,284.0,9.0
2023-03-06 09:00:00,3.0,0.1,5.0,30.0,25.0,37.0,39.0,1.2,274.0,8.0
2023-03-06 10:00:00,3.0,0.1,3.0,18.0,12.0,23.0,62.0,1.3,270.0,6.0
2023-03-06 11:00:00,3.0,0.1,3.0,11.0,11.0,16.0,75.0,2.2,242.0,4.0
2023-03-06 12:00:00,3.0,0.1,3.0,11.0,11.0,15.0,77.0,3.2,249.0,5.0
2023-03-06 13:00:00,3.0,0.1,3.0,11.0,6.0,15.0,78.0,2.9,248.0,3.0
2023-03-06 14:00:00,3.0,0.1,3.0,11.0,9.0,16.0,80.0,5.0,246.0,4.0
2023-03-06 15:00:00,3.0,0.1,3.0,10.0,7.0,15.0,79.0,3.9,249.0,3.0
2023-03-06 16:00:00,3.0,0.1,3.0,10.0,9.0,15.0,77.0,3.8,255.0,2.0
2023-03-06 17:00:00,3.0,0.1,3.0,13.0,9.0,17.0,75.0,2.4,271.0,2.0
2023-03-06 18:00:00,3.0,0.1,3.0,17.0,6.0,21.0,67.0,1.9,253.0,3.0
2023-03-06 19:00:00,3.0,0.1,3.0,28.0,10.0,32.0,44.0,0.4,201.0,5.0
2023-03-06 20:00:00,3.0,0.1,3.0,38.0,15.0,42.0,30.0,0.4,225.0,7.0
2023-03-06 21:00:00,3.0,0.1,3.0,25.0,8.0,29.0,51.0,0.3,224.0,5.0
2023-03-06 22:00:00,3.0,0.1,3.0,22.0,10.0,26.0,44.0,0.4,200.0,7.0
2023-03-06 23:00:00,3.0,0.1,3.0,22.0,10.0,26.0,39.0,0.3,224.0,7.0
2023-03-07 00:00:00,3.0,0.1,3.0,19.0,9.0,24.0,43.0,0.3,223.0,6.0
2023-03-07 01:00:00,3.0,0.1,3.0,10.0,7.0,14.0,59.0,0.4,194.0,5.0
2023-03-07 02:00:00,3.0,0.1,3.0,8.0,7.0,12.0,59.0,0.3,142.0,5.0
2023-03-07 03:00:00,3.0,0.1,3.0,7.0,8.0,11.0,57.0,0.6,229.0,6.0
2023-03-07 04:00:00,3.0,0.1,3.0,12.0,8.0,16.0,45.0,0.5,229.0,6.0
2023-03-07 05:00:00,3.0,0.1,3.0,15.0,8.0,19.0,39.0,1.5,230.0,6.0
2023-03-07 06:00:00,3.0,0.1,3.0,10.0,6.0,14.0,69.0,2.4,248.0,4.0
2023-03-07 07:00:00,3.0,0.1,3.0,18.0,6.0,22.0,51.0,2.7,238.0,3.0
2023-03-07 08:00:00,3.0,0.1,3.0,26.0,10.0,30.0,41.0,5.4,227.0,3.0
2023-03-07 09:00:00,3.0,0.1,3.0,22.0,13.0,26.0,48.0,3.1,236.0,5.0
2023-03-07 10:00:00,3.0,0.1,3.0,18.0,13.0,22.0,60.0,2.2,251.0,4.0
2023-03-07 11:00:00,3.0,0.1,3.0,15.0,18.0,19.0,70.0,3.5,261.0,4.0
2023-03-07 12:00:00,3.0,0.1,3.0,15.0,37.0,19.0,77.0,5.6,261.0,4.0
2023-03-07 13:00:00,3.0,0.1,3.0,14.0,18.0,19.0,81.0,4.7,264.0,3.0
2023-03-07 14:00:00,3.0,0.1,3.0,15.0,16.0,19.0,83.0,4.3,255.0,3.0
2023-03-07 15:00:00,3.0,0.1,3.0,13.0,18.0,17.0,85.0,4.0,272.0,3.0
2023-03-07 16:00:00,3.0,0.1,3.0,15.0,11.0,19.0,86.0,3.0,274.0,2.0
2023-03-07 17:00:00,3.0,0.1,3.0,17.0,11.0,21.0,85.0,2.2,255.0,2.0
2023-03-07 18:00:00,3.0,0.1,3.0,23.0,13.0,27.0,77.0,1.9,296.0,3.0
2023-03-07 19:00:00,3.0,0.1,3.0,26.0,10.0,30.0,74.0,1.2,328.0,3.0
2023-03-07 20:00:00,3.0,0.1,3.0,26.0,8.0,30.0,70.0,0.9,340.0,4.0
2023-03-07 21:00:00,3.0,0.1,3.0,23.0,6.0,27.0,79.0,1.7,328.0,4.0
2023-03-07 22:00:00,3.0,0.1,3.0,16.0,6.0,21.0,78.0,1.7,306.0,3.0
2023-03-07 23:00:00,3.0,0.1,3.0,9.0,5.0,13.0,82.0,2.3,273.0,2.0
2023-03-08 00:00:00,3.0,0.1,3.0,10.0,6.0,14.0,72.0,1.1,230.0,3.0
2023-03-08 01:00:00,3.0,0.1,3.0,9.0,6.0,14.0,72.0,0.3,237.0,3.0
2023-03-08 02:00:00,3.0,0.1,3.0,11.0,5.0,15.0,75.0,1.5,225.0,3.0
2023-03-08 03:00:00,3.0,0.1,3.0,8.0,6.0,12.0,81.0,0.8,225.0,3.0
2023-03-08 04:00:00,3.0,0.1,3.0,9.0,9.0,13.0,72.0,1.4,238.0,4.0
2023-03-08 05:00:00,3.0,0.1,3.0,8.0,7.0,12.0,76.0,1.9,236.0,4.0
2023-03-08 06:00:00,3.0,0.1,3.0,11.0,9.0,15.0,64.0,1.7,215.0,5.0
2023-03-08 07:00:00,3.0,0.1,3.0,15.0,12.0,19.0,53.0,2.5,250.0,6.0
2023-03-08 08:00:00,3.0,0.1,3.0,23.0,16.0,26.0,46.0,1.1,223.0,6.0
2023-03-08 09:00:00,3.0,0.1,3.0,17.0,14.0,21.0,51.0,3.3,239.0,5.0
2023-03-08 10:00:00,3.0,0.1,3.0,14.0,15.0,18.0,52.0,2.9,247.0,3.0
2023-03-08 11:00:00,3.0,0.1,3.0,13.0,17.0,17.0,54.0,5.1,251.0,3.0
2023-03-08 12:00:00,3.0,0.1,3.0,14.0,18.0,17.0,56.0,3.7,236.0,2.0
2023-03-08 13:00:00,3.0,0.1,3.0,12.0,23.0,16.0,58.0,4.5,249.0,3.0
2023-03-08 14:00:00,3.0,0.1,3.0,12.0,8.0,16.0,59.0,3.5,266.0,2.0
2023-03-08 15:00:00,3.0,0.1,3.0,13.0,8.0,18.0,56.0,2.4,261.0,2.0
2023-03-08 16:00:00,3.0,0.1,3.0,16.0,15.0,21.0,55.0,2.1,254.0,2.0
2023-03-08 17:00:00,3.0,0.1,3.0,17.0,16.0,21.0,53.0,2.5,247.0,2.0
2023-03-08 18:00:00,3.0,0.1,3.0,16.0,10.0,21.0,50.0,3.1,246.0,2.0
2023-03-08 19:00:00,3.0,0.1,3.0,25.0,9.0,29.0,38.0,2.6,244.0,3.0
2023-03-08 20:00:00,3.0,0.1,3.0,19.0,7.0,23.0,48.0,5.7,261.0,2.0
2023-03-08 21:00:00,3.0,0.1,3.0,14.0,6.0,18.0,50.0,3.5,238.0,2.0
2023-03-08 22:00:00,3.0,0.1,3.0,16.0,5.0,20.0,44.0,2.1,234.0,2.0
2023-03-08 23:00:00,3.0,0.1,3.0,12.0,5.0,16.0,47.0,3.5,231.0,3.0
2023-03-09 00:00:00,3.0,0.1,3.0,11.0,4.0,15.0,44.0,3.1,246.0,3.0
2023-03-09 01:00:00,3.0,0.1,3.0,11.0,5.0,15.0,43.0,3.1,259.0,4.0
2023-03-09 02:00:00,3.0,0.1,3.0,8.0,6.0,12.0,49.0,2.3,248.0,4.0
2023-03-09 03:00:00,3.0,0.1,3.0,8.0,8.0,12.0,52.0,2.0,236.0,4.0
2023-03-09 04:00:00,3.0,0.1,3.0,8.0,6.0,12.0,53.0,1.7,238.0,5.0
2023-03-09 05:00:00,3.0,0.1,3.0,9.0,7.0,13.0,50.0,0.9,249.0,5.0
2023-03-09 06:00:00,3.0,0.1,3.0,12.0,8.0,16.0,45.0,1.4,250.0,6.0
2023-03-09 07:00:00,3.0,0.1,3.0,24.0,10.0,29.0,33.0,2.3,240.0,6.0
2023-03-09 08:00:00,3.0,0.1,3.0,30.0,17.0,34.0,34.0,3.8,237.0,7.0
2023-03-09 09:00:00,3.0,0.1,3.0,22.0,15.0,26.0,41.0,2.1,244.0,6.0
2023-03-09 10:00:00,3.0,0.1,3.0,20.0,13.0,24.0,40.0,2.1,247.0,6.0
